date,shift_group,alignment_variable,n_valid,optimal_shift_s,peak_r,peak_r_raw,zero_lag_r,peak_margin,second_peak_r,monotonic_halfwidth_s,left_halfwidth_s,right_halfwidth_s,concavity_fraction,decision,reason,n_vars_shifted
2021-06-16,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,12433,10.0,0.4435,0.4436,0.4428,0.0003,0.4432,20.0,40.0,20.0,1.0,SHIFT,,14
2021-06-16,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-16,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,12437,17.0,0.9063,0.9108,0.8779,0.006,0.9003,13.0,47.0,13.0,0.5714,SHIFT,,2
2021-06-16,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12459,6.0,0.6021,0.6028,0.5996,0.0017,0.6005,24.0,36.0,24.0,1.0,SHIFT,,20
2021-06-17,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9769,19.0,-0.1276,-0.1271,-0.1561,0.0026,-0.1302,11.0,49.0,11.0,0.8571,SKIP,peak_r<0.2,0
2021-06-17,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,117,22.0,0.4634,0.479,0.1376,0.0451,0.4183,8.0,26.0,8.0,0.7895,SKIP,n_valid=117<300,0
2021-06-17,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11141,17.0,0.5881,0.5909,0.5616,0.0052,0.5829,13.0,47.0,13.0,0.5238,SHIFT,,2
2021-06-17,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11155,30.0,-0.2707,-0.2644,-0.293,0.01,-0.2807,0.0,18.0,0.0,0.4545,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-22,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9749,5.0,0.4094,0.4106,0.4071,0.0032,0.4062,25.0,35.0,25.0,1.0,SHIFT,,14
2021-06-22,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,126,21.0,0.576,0.5976,0.4624,0.0072,0.5689,5.0,5.0,9.0,0.55,SKIP,n_valid=126<300,0
2021-06-22,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11622,16.0,0.6967,0.6989,0.6741,0.0052,0.6915,14.0,46.0,14.0,0.619,SHIFT,,2
2021-06-22,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11642,30.0,-0.3188,-0.3172,-0.3417,0.0044,-0.3232,0.0,39.0,0.0,1.0,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-24,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,6767,21.0,0.4148,0.4161,0.3943,0.0022,0.4126,9.0,51.0,9.0,0.8,SHIFT,,14
2021-06-24,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,295,-7.0,0.2988,0.307,0.1541,0.0222,0.2766,20.0,23.0,20.0,0.7619,SKIP,n_valid=295<300,0
2021-06-24,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11614,13.0,0.3508,0.3543,0.331,0.0055,0.3453,17.0,43.0,17.0,0.7619,SHIFT,,2
2021-06-24,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11479,-3.0,0.3266,0.3356,0.3204,0.0271,0.2995,27.0,27.0,33.0,1.0,SHIFT,,20
2021-06-26,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,17138,15.0,0.2664,0.2678,0.2305,0.0053,0.2611,15.0,45.0,15.0,0.9048,SHIFT,,14
2021-06-26,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,269,-30.0,0.3038,0.3192,-0.1164,0.0634,0.2404,0.0,0.0,24.0,1.0,SKIP,n_valid=269<300; monotonic_halfwidth_s<5,0
2021-06-26,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,21894,14.0,0.3797,0.5168,0.1892,0.1274,0.2523,16.0,44.0,16.0,0.381,SHIFT,,2
2021-06-26,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,21622,1.0,0.2757,0.2909,0.2738,0.0372,0.2385,29.0,31.0,29.0,0.619,SHIFT,,20
2021-06-28,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9378,12.0,0.2762,0.2781,0.2534,0.0082,0.2679,18.0,42.0,18.0,0.9524,SHIFT,,14
2021-06-28,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,174,-18.0,0.6578,0.6605,-0.0851,0.0508,0.6071,12.0,12.0,21.0,0.8571,SKIP,n_valid=174<300,0
2021-06-28,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11469,13.0,0.3284,0.388,0.199,0.0768,0.2516,17.0,27.0,17.0,0.381,SHIFT,,2
2021-06-28,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-29,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9615,23.0,0.2313,0.2322,0.2098,0.0018,0.2295,7.0,53.0,7.0,0.6667,SHIFT,,14
2021-06-29,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,297,14.0,0.447,0.5243,-0.0432,0.2232,0.2238,16.0,44.0,16.0,0.5714,SKIP,n_valid=297<300,0
2021-06-29,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11753,14.0,0.4677,0.5267,0.2196,0.1059,0.3619,16.0,44.0,16.0,0.5238,SHIFT,,2
2021-06-29,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11824,2.0,0.6617,0.7173,0.6477,0.1637,0.498,23.0,23.0,28.0,0.6667,SHIFT,,20
2021-06-30,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,20374,6.0,-0.1208,-0.1205,-0.1216,0.0008,-0.1216,24.0,36.0,24.0,1.0,SKIP,peak_r<0.2,0
2021-06-30,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,294,-30.0,-0.0529,-0.0449,-0.2054,0.0258,-0.0787,0.0,0.0,28.0,0.6364,SKIP,n_valid=294<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-30,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29356,14.0,0.8418,0.8456,0.8248,0.0057,0.836,16.0,44.0,16.0,0.619,SHIFT,,2
2021-06-30,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,29380,-1.0,0.6575,0.6717,0.6549,0.0309,0.6266,29.0,29.0,31.0,0.8095,SHIFT,,20
2021-11-19,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-11-19,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-11-19,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-11-19,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-11-30,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,7845,4.0,0.1905,0.1909,0.1899,0.0013,0.1891,26.0,34.0,26.0,1.0,SKIP,peak_r<0.2,0
2021-11-30,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,98,5.0,0.5642,0.5612,0.5408,0.0012,0.563,3.0,28.0,3.0,0.9048,SKIP,n_valid=98<300; monotonic_halfwidth_s<5,0
2021-11-30,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-11-30,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11571,-2.0,0.7372,0.745,0.7352,0.021,0.7161,28.0,28.0,32.0,0.9524,SHIFT,,20
2021-12-01,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,11138,3.0,0.4129,0.4133,0.4125,0.0011,0.4118,27.0,33.0,27.0,1.0,SHIFT,,14
2021-12-01,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,51,0.0,0.4088,0.5315,0.4088,0.0626,0.3463,9.0,12.0,9.0,0.4286,SKIP,n_valid=51<300,0
2021-12-01,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-12-01,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11077,2.0,0.8485,0.8494,0.848,0.0028,0.8458,28.0,32.0,28.0,0.9048,SHIFT,,20
2021-12-07,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,7864,7.0,0.8491,0.8525,0.846,0.0023,0.8468,23.0,37.0,23.0,1.0,SHIFT,,14
2021-12-07,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,230,15.0,-0.0828,-0.0813,-0.2457,0.0235,-0.1063,14.0,25.0,14.0,0.6667,SKIP,n_valid=230<300; peak_r<0.2,0
2021-12-07,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,12103,15.0,0.3705,0.3791,0.339,0.0135,0.357,15.0,45.0,15.0,0.4762,SHIFT,,2
2021-12-07,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12126,0.0,0.2813,0.2853,0.2813,0.0144,0.2669,21.0,21.0,30.0,0.7143,SHIFT,,0
2021-12-09,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,14127,9.0,0.887,0.8879,0.881,0.0026,0.8844,21.0,39.0,21.0,1.0,SHIFT,,14
2021-12-09,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,307,-2.0,0.6,0.6218,0.5931,0.0515,0.5485,17.0,17.0,26.0,0.8571,SHIFT,,15
2021-12-09,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,27210,13.0,0.4715,0.4778,0.417,0.0185,0.4529,17.0,43.0,17.0,0.8095,SHIFT,,2
2021-12-09,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,21293,-1.0,0.6336,0.6497,0.6309,0.0487,0.5849,29.0,29.0,31.0,1.0,SHIFT,,20
2021-12-10,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,7027,6.0,0.5517,0.5528,0.5477,0.004,0.5477,24.0,36.0,24.0,1.0,SHIFT,,14
2021-12-10,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,298,-18.0,0.4563,0.4601,0.1232,0.038,0.4183,12.0,12.0,45.0,0.8571,SKIP,n_valid=298<300,0
2021-12-10,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11563,13.0,0.2302,0.2362,0.199,0.0107,0.2195,17.0,43.0,17.0,0.7619,SHIFT,,2
2021-12-10,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11607,-4.0,0.3708,0.3774,0.3588,0.0157,0.3551,26.0,26.0,34.0,1.0,SHIFT,,20
2021-12-14,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-12-14,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-12-14,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-12-14,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
